Viewing ID,Viewer ID,Pulse Permissions,Role,User Email,Start time,Start date,Sign up status,Finish time,Finish date,Geolocation,Accepted terms,Consent analytics,Completion percentage,Position,Language,Viewing path,Offline,Distribution,Points,"In a typical week, how physically active are you? (range)",Which types of sport do you take part in most often? (pickMany),What do you enjoy most about sport? (pickOne),Playing sport or being active helps me… - connect with people different from me (matrix),Playing sport or being active helps me… - feel more confident in myself (matrix),Playing sport or being active helps me… - feel like I belong (matrix),Playing sport or being active helps me… - deal with challenges in life (matrix),Playing sport or being active helps me… - stay calm when things get hard (matrix),Playing sport or being active helps me… - care more about the planet (matrix),Playing sport or being active helps me… - feel connected to nature (matrix),Playing sport or being active helps me… - believe I can make a difference (matrix),Does sport influence how hopeful you feel about your life? (range),How important is sport to supporting your mental well-being? (rating),Which skills are you developing through sport? (decision - No),Which skills are you developing through sport? (decision - ),Which skills are you developing through sport? (decision - Yes),"When things go wrong in your life, how confident are you that you can bounce back? (netPromoter)",How easy is it for you to access sport where you live? (range),What makes it difficult for you to take part in sport regularly? (pickOne),Adults involved in sport... (decision - No),Adults involved in sport... (decision - ),Adults involved in sport... (decision - Yes),Do events like the World Cup make you feel more connected to your local community? (pickOne),What would help more young people take part in sport where you live? (pickMany),Do you feel your voice is heard when decisions are made about sport in your community? (range),When were you born? (age),What country do you live in? (location),What gender do you identify as? (gender),"In a typical week, how physically active are you? dwell time",Which types of sport do you take part in most often? dwell time,What do you enjoy most about sport? dwell time,Playing sport or being active helps me… dwell time,Does sport influence how hopeful you feel about your life? dwell time,How important is sport to supporting your mental well-being? dwell time,Which skills are you developing through sport? dwell time,"When things go wrong in your life, how confident are you that you can bounce back? dwell time",How easy is it for you to access sport where you live? dwell time,What makes it difficult for you to take part in sport regularly? dwell time,Adults involved in sport... dwell time,Do events like the World Cup make you feel more connected to your local community? dwell time,What would help more young people take part in sport where you live? dwell time,Do you feel your voice is heard when decisions are made about sport in your community? dwell time,When were you born? dwell time,What country do you live in? dwell time,What gender do you identify as? dwell time,Transcriptions,Device type,Browser
QQkF9lty__g,QQkF9lIWJWs,false,Anonymous,Guest,10:07:10 AM,01/07/2026,false,10:07:10 AM,01/07/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,football-beyond-borders,14,2+ hours a week,Physical education (PE) or school sport ||| Gym or exercise,Competing,4,5,5,5,5,2,2,5,"Yes, a lot",Very important,"[""Speaking up ||| Social Connections""]",[],"[""Confidence ||| Teamwork ||| Handling stress ||| Focus ||| Problem-solving ||| Leadership""]",Confident,Very easy,"","[""positively influence my experience ||| help create safe environments""]",[],"[""help me feel more confident ||| make me feel included ||| make me feel comfortable asking them for help""]",A little,Supportive coaches ||| More choice in activities ||| Free or low-cost activities,Rarely,2010-01-01,United Kingdom,Male,6,14,9,19,4,4,13,6,3,0,10,5,13,4,0,0,0,"",Mobile,Safari 604.1
QQj8fBVq3AY,QQj8fAxJJEA,false,Anonymous,Guest,10:09:44 AM,01/07/2026,false,10:09:45 AM,01/07/2026,"",true,true,100.00,19/19,en,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",14,2+ hours a week,Community sport club,Spending time with friends,5,4,4,5,5,3,2,5,"Yes, a lot",Very important,"[""Social Connections""]",[],"[""Teamwork ||| Speaking up ||| Leadership ||| Problem-solving ||| Focus ||| Handling stress ||| Confidence""]",Slightly confident,Quite easy,"",[],[],"[""make me feel comfortable asking them for help ||| positively influence my experience ||| make me feel included ||| help create safe environments ||| help me feel more confident""]",A little,Fun social activities ||| More choice in activities ||| Feeling welcome,Often,2005-11-01,Uganda,Male,34,41,24,73,15,24,94,26,20,0,31,31,73,24,0,0,0,"",Mobile,Chrome 149.0
QQlcQzaWTAA,QQlcQy--jwo,false,Anonymous,Guest,11:38:44 AM,01/07/2026,false,11:38:44 AM,01/07/2026,"",true,true,5.26,1/19,en,[1],false,"",0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 149.0
QQmN8tE0_KA,QQmN8sZufCk,false,Anonymous,Guest,12:33:02 PM,01/07/2026,false,"","","",true,false,"","",en,"",false,unyo-instagram,0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Chrome 150.0
QQmevM8GJN8,QQmevMRkzUw,false,Anonymous,Guest,12:51:16 PM,01/07/2026,false,"","","",true,false,"","",en,"",false,unyo-linkedin,0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Mozilla 5.0
QQmeodrjyyU,QQmeoc-y4mY,false,Anonymous,Guest,12:51:19 PM,01/07/2026,false,12:51:19 PM,01/07/2026,"",true,true,5.26,1/19,en,[1],false,unyo-linkedin,0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Mozilla 5.0
QQm30_jDkvI,QQm309vuWOs,false,Anonymous,Guest,01:27:45 PM,01/07/2026,false,01:27:45 PM,01/07/2026,"",true,true,5.26,1/19,en,[1],false,unyo-linkedin,0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Mozilla 5.0
QQnDOxREhOs,QQnDOwsV4ZU,false,Anonymous,Guest,01:33:20 PM,01/07/2026,false,01:33:20 PM,01/07/2026,"",true,true,31.58,6/19,en,"[1, 2, 3, 4, 5, 6]",false,unyo-linkedin,5,2+ hours a week,Physical education (PE) or school sport ||| Gym or exercise,Competing,3,5,5,5,5,3,5,5,Sometimes,"",[],[],[],"","","",[],[],[],"","","","","","",21,21,9,49,10,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 148.0
QQnDfO2J8Os,QQnDfObPOUE,false,Anonymous,Guest,01:34:38 PM,01/07/2026,false,01:34:41 PM,01/07/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,unyo-instagram,14,Less than 30 minutes a week,I don’t regularly take part,Relaxing or reducing stress,5,3,5,5,5,3,5,3,Sometimes,Very important,[],[],"[""Confidence ||| Handling stress ||| Speaking up ||| Social Connections ||| Leadership ||| Problem-solving ||| Focus ||| Teamwork""]",Somewhat confident,Quite easy,"",[],[],"[""make me feel comfortable asking them for help ||| make me feel included ||| help create safe environments ||| positively influence my experience ||| help me feel more confident""]","Yes, a lot",Fun social activities ||| Feeling welcome ||| More choice in activities,Always,2010-02-01,Indonesia,Female,7,5,12,22,6,3,16,8,7,0,11,6,18,5,0,0,0,"",Mobile,Chrome 149.0
QQnJdm_NL2Y,QQnJdmID2Fs,false,Anonymous,Guest,01:40:47 PM,01/07/2026,false,01:40:47 PM,01/07/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,unyo-instagram,14,About 30–60 minutes a week,Online/virtual fitness ||| Physical education (PE) or school sport,Feeling healthy or strong,4,3,4,4,4,4,4,4,Sometimes,Neutral,[],[],"[""Teamwork ||| Handling stress ||| Problem-solving ||| Focus ||| Social Connections ||| Confidence ||| Speaking up ||| Leadership""]",Confident,Very easy,"",[],[],"[""help create safe environments ||| make me feel comfortable asking them for help ||| make me feel included ||| help me feel more confident ||| positively influence my experience""]",Not really,Free or low-cost activities ||| Supportive coaches ||| Feeling welcome,Sometimes,2011-09-01,Singapore,Female,6,9,9,17,5,4,11,10,4,0,15,5,19,5,0,0,0,"",Mobile,Chrome 149.0
QQnP43vtQHU,QQnP43IyiMk,false,Anonymous,Guest,01:49:39 PM,01/07/2026,false,01:49:39 PM,01/07/2026,"",true,true,68.42,13/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",false,"",12,Less than 30 minutes a week,I don’t regularly take part,Feeling healthy or strong,3,2,2,2,2,2,2,2,Sometimes,Neutral,"[""Teamwork ||| Leadership""]",[],"[""Speaking up ||| Social Connections ||| Focus ||| Handling stress ||| Problem-solving ||| Confidence""]",Slightly confident,Difficult,Cost,"[""help create safe environments""]",[],"[""make me feel included ||| make me feel comfortable asking them for help ||| positively influence my experience ||| help me feel more confident""]","Yes, a lot","","","","","",14,18,17,50,15,21,32,21,8,16,24,6,0,0,0,0,0,"",Mobile,Mozilla 5.0
QQnYe9In5MU,QQnYe8rrA2o,false,Anonymous,Guest,01:54:38 PM,01/07/2026,false,"","","",true,false,"","",en,"",false,unyo-linkedin,1,Less than 30 minutes a week,"","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 148.0
QQngEf492ow,QQngEfUiGy0,false,Anonymous,Guest,02:08:46 PM,01/07/2026,false,02:08:47 PM,01/07/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",13,About 30–60 minutes a week,"",Being part of a team,"","","",5,5,5,5,5,Sometimes,Very important,[],[],"[""Leadership ||| Social Connections ||| Confidence ||| Teamwork ||| Speaking up ||| Problem-solving ||| Focus ||| Handling stress""]",Confident,Quite easy,"",[],[],"[""make me feel included ||| positively influence my experience ||| help me feel more confident ||| make me feel comfortable asking them for help ||| help create safe environments""]",Not sure,Supportive coaches ||| Free or low-cost activities ||| Fun social activities,Always,2007-05-01,Bangladesh,Male,21,0,18,45,15,9,18,19,7,0,10,11,41,14,0,0,0,"",Mobile,Chrome 149.0
QQn2GcRXbWE,QQn2GbcB8n8,false,Anonymous,Guest,02:27:03 PM,01/07/2026,false,"","","",true,false,"","",en,"",false,"",0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 149.0
QQn23HanYQU,QQn23GzqGhs,false,Anonymous,Guest,02:28:17 PM,01/07/2026,false,02:28:17 PM,01/07/2026,"",true,true,21.05,4/19,en,"[1, 2, 3, 4]",false,unyo-instagram,3,About 1–2 hours a week,Gym or exercise,Feeling healthy or strong,"","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",9,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Chrome 149.0
QQoJnzqCYkQ,QQoJny-4HNs,false,Anonymous,Guest,02:51:40 PM,01/07/2026,false,02:51:40 PM,01/07/2026,"",true,false,"","",en,"",false,unyo-instagram,15,Less than 30 minutes a week,Online/virtual fitness ||| Informal play with friends,Spending time with friends,4,3,2,3,2,3,5,3,Sometimes,Neutral,"[""Problem-solving ||| Teamwork ||| Handling stress""]",[],"[""Leadership ||| Focus ||| Confidence ||| Social Connections ||| Speaking up""]",Somewhat confident,Very difficult,Cost,"[""make me feel comfortable asking them for help ||| positively influence my experience ||| help me feel more confident ||| make me feel included""]",[],"[""help create safe environments""]","Yes, a lot",Supportive coaches ||| Better places to play ||| Feeling welcome,Rarely,2008-01-01,India,Female,13,22,11,36,9,5,19,10,6,16,16,7,13,7,0,0,0,"",Mobile,Chrome 149.0
QQoVHiedEaw,QQoVHiBsGJM,false,Anonymous,Guest,03:01:59 PM,01/07/2026,false,03:01:59 PM,01/07/2026,"",true,true,36.84,7/19,en,"[1, 2, 3, 4, 5, 6, 7]",false,"",6,About 30–60 minutes a week,Dance or movement ||| Informal play with friends ||| Physical education (PE) or school sport,Feeling confident,4,4,3,5,5,3,3,4,Sometimes,Quite important,[],[],[],"","","",[],[],[],"","","","","","",9,12,12,28,7,5,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Safari 605.1
QQpBgcg1Qfk,QQpBgb8h1bE,false,Anonymous,Guest,03:53:23 PM,01/07/2026,false,03:53:23 PM,01/07/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,unyo-instagram,14,About 30–60 minutes a week,Dance or movement ||| Gym or exercise ||| Online/virtual fitness,Feeling healthy or strong,4,4,4,3,4,3,3,3,Sometimes,Quite important,"[""Speaking up""]",[],"[""Handling stress ||| Leadership ||| Focus ||| Teamwork ||| Confidence ||| Problem-solving ||| Social Connections""]",Very confident,Very easy,"",[],[],"[""positively influence my experience ||| make me feel comfortable asking them for help ||| help me feel more confident ||| make me feel included ||| help create safe environments""]","Yes, a lot",Better places to play ||| More choice in activities ||| Free or low-cost activities,Sometimes,2009-02-01,[OTHER] United Kingdom,Female,9,37,15,33,10,8,17,8,8,0,11,5,21,6,0,0,0,"",Mobile,Safari 604.1
QQpMQ6TzgzU,QQpMQ5uDA1g,false,Anonymous,Guest,04:00:51 PM,01/07/2026,false,04:00:51 PM,01/07/2026,"",true,true,5.26,1/19,en,[1],false,"",0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 149.0
QQpVx5Q6Als,QQpVx4nrcCg,false,Anonymous,Guest,04:11:31 PM,01/07/2026,false,04:11:31 PM,01/07/2026,"",true,true,21.05,4/19,en,"[1, 2, 3, 4]",false,unyo-linkedin,3,About 30–60 minutes a week,Dance or movement ||| Gym or exercise,Having fun,"","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 149.0
QQp5UkzFh2A,QQp5UkPmxME,false,Anonymous,Guest,04:50:04 PM,01/07/2026,false,04:50:04 PM,01/07/2026,"",true,true,5.26,1/19,en,[1],false,"",0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Chrome 149.0
QQqRdPJlRY8,QQqRdOZW_VI,false,Anonymous,Guest,05:18:33 PM,01/07/2026,false,05:18:33 PM,01/07/2026,"",true,true,42.11,8/19,en,"[1, 2, 3, 4, 5, 6, 7, 8]",false,"",7,2+ hours a week,Gym or exercise,Feeling healthy or strong,5,5,5,5,3,5,5,5,"Yes, a lot",Very important,[],[],"[""Problem-solving ||| Confidence ||| Handling stress ||| Speaking up ||| Social Connections ||| Teamwork ||| Leadership ||| Focus""]","","","",[],[],[],"","","","","","",25,5,13,41,5,5,26,0,0,0,0,0,0,0,0,0,0,"",Mobile,Mozilla 5.0
QQniz4NN8qE,QQniz33nN9A,false,Anonymous,Guest,05:26:46 PM,01/07/2026,false,05:26:46 PM,01/07/2026,"",true,true,5.26,1/19,en,[1],false,"",0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 149.0
QQqo78u9Nxs,QQqo778drGI,false,Anonymous,Guest,05:43:24 PM,01/07/2026,false,05:43:24 PM,01/07/2026,"",true,true,10.53,2/19,en,"[1, 2]",false,unyo-linkedin,1,About 1–2 hours a week,"","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Mozilla 5.0
QQq1oB-b0AY,QQq1oBd7s4I,false,Anonymous,Guest,05:56:15 PM,01/07/2026,false,05:56:15 PM,01/07/2026,"",true,true,15.79,3/19,en,"[1, 2, 3]",false,"",2,About 30–60 minutes a week,Online/virtual fitness,"","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Chrome 150.0
QQqw9XxtEs8,QQqw9XPzaoo,false,Anonymous,Guest,05:56:33 PM,01/07/2026,false,05:56:33 PM,01/07/2026,"",true,true,94.74,18/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18]",false,"",13,Less than 30 minutes a week,Online/virtual fitness,Being part of a team,4,4,4,4,2,3,3,4,Not at all,Not very important,[],[],"[""Social Connections ||| Teamwork ||| Leadership ||| Confidence ||| Focus ||| Handling stress ||| Problem-solving ||| Speaking up""]",Very confident,Quite easy,"","[""positively influence my experience ||| make me feel comfortable asking them for help""]",[],"[""help me feel more confident ||| make me feel included ||| help create safe environments""]",Not sure,Better places to play ||| Feeling welcome ||| Fun social activities,Never,2009-12-01,Nigeria,Female,17,12,15,59,15,24,24,22,11,0,23,12,33,13,0,0,0,"",Desktop,Chrome 149.0
QQrrPC-q0hI,QQrrPBlM-YQ,false,Anonymous,Guest,06:57:45 PM,01/07/2026,false,06:57:46 PM,01/07/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",14,2+ hours a week,Gym or exercise,Feeling healthy or strong,1,3,2,5,4,3,3,5,Sometimes,Quite important,"[""Speaking up ||| Social Connections ||| Teamwork ||| Leadership""]",[],"[""Problem-solving ||| Focus ||| Confidence ||| Handling stress""]",Confident,Very easy,"","[""make me feel included""]",[],"[""make me feel comfortable asking them for help ||| help me feel more confident ||| positively influence my experience ||| help create safe environments""]","Yes, a lot",More choice in activities ||| Fun social activities ||| Better places to play,Often,1999-11-01,Tunisia,Female,7,9,11,25,6,6,18,8,4,0,13,6,25,6,0,0,0,"",Mobile,Chrome 150.0
QQtLhereiYQ,QQtLhdf3isY,false,Anonymous,Guest,08:40:10 PM,01/07/2026,false,"","","",true,false,"","",en,"",false,"",0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Safari 604.1
QQs2F07hmhY,QQs2F0F6nzw,false,Anonymous,Guest,09:02:17 PM,01/07/2026,false,"","","",true,false,"","",en,"",false,"",0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 148.0
QQt-i2P56qQ,QQt-i1cwR1s,false,Anonymous,Guest,09:36:49 PM,01/07/2026,false,09:36:49 PM,01/07/2026,"",true,true,15.79,3/19,en,"[1, 2, 3]",false,"",2,About 1–2 hours a week,I don’t regularly take part,"","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Safari 604.1
QQuBOUrOz-A,QQuBOUIX8GY,false,Anonymous,Guest,09:41:42 PM,01/07/2026,false,09:41:42 PM,01/07/2026,"",true,false,"","",en,"",false,unyo-linkedin,15,2+ hours a week,Gym or exercise,Feeling healthy or strong,3,3,2,5,5,2,1,3,"Yes, a lot",Very important,"[""Speaking up ||| Problem-solving""]",[],"[""Confidence ||| Teamwork ||| Leadership ||| Handling stress ||| Focus ||| Social Connections""]",Somewhat confident,Very difficult,School or work pressure,"[""make me feel included""]",[],"[""make me feel comfortable asking them for help ||| positively influence my experience ||| help create safe environments ||| help me feel more confident""]",Not sure,Feeling welcome ||| Free or low-cost activities ||| Supportive coaches,Never,Invalid date,Argentina,Female,7,7,7,29,5,4,19,8,7,7,16,5,27,5,0,0,0,"",Mobile,Mozilla 5.0
QQwTs9F8t6A,QQwTs8X6pmM,false,Anonymous,Guest,12:31:01 AM,02/07/2026,false,12:31:01 AM,02/07/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",14,Less than 30 minutes a week,Online/virtual fitness ||| Gym or exercise ||| Physical education (PE) or school sport,Feeling healthy or strong,3,1,2,5,4,5,1,5,"Yes, a lot",Very important,"[""Leadership""]",[],"[""Social Connections ||| Teamwork ||| Confidence ||| Speaking up ||| Focus ||| Problem-solving ||| Handling stress""]",Very confident,Quite easy,"",[],[],"[""make me feel included ||| positively influence my experience ||| make me feel comfortable asking them for help ||| help create safe environments ||| help me feel more confident""]","Yes, a lot",Free or low-cost activities ||| Better places to play ||| Supportive coaches,Never,2000-12-01,The Gambia,Female,22,36,54,119,10,20,49,26,18,0,25,10,48,10,0,0,0,"",Mobile,Chrome 149.0
QQy4zdSrPKY,QQy4zcsJPyc,false,Anonymous,Guest,03:19:20 AM,02/07/2026,false,03:19:20 AM,02/07/2026,"",true,true,26.32,5/19,en,"[1, 2, 3, 4, 5]",false,"",4,2+ hours a week,Gym or exercise,Relaxing or reducing stress,4,3,4,4,5,3,3,4,"","",[],[],[],"","","",[],[],[],"","","","","","",11,7,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 149.0
QQ0461JE2T4,QQ0460j4H2g,false,Anonymous,Guest,05:44:36 AM,02/07/2026,false,05:44:37 AM,02/07/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",14,2+ hours a week,Informal play with friends,Relaxing or reducing stress,4,4,4,3,4,4,3,3,Sometimes,Very important,[],[],"[""Problem-solving ||| Focus ||| Confidence ||| Teamwork ||| Handling stress ||| Social Connections ||| Leadership ||| Speaking up""]",Confident,Quite easy,"",[],[],"[""help me feel more confident ||| make me feel included ||| positively influence my experience ||| make me feel comfortable asking them for help ||| help create safe environments""]","Yes, a lot",Free or low-cost activities ||| Supportive coaches ||| Better places to play,Often,1990-10-01,India,Male,12,31,21,49,8,9,34,10,12,0,20,10,39,7,0,0,0,"",Mobile,Chrome 149.0
QQ1zmuPj6DQ,QQ1zmtVdFYg,false,Anonymous,Guest,06:47:37 AM,02/07/2026,false,06:47:37 AM,02/07/2026,"",true,true,15.79,3/19,en,"[1, 2, 3]",false,unyo-linkedin,2,2+ hours a week,Informal play with friends ||| Community sport club ||| Physical education (PE) or school sport,"","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 149.0
QQ3ANyXE_Cg,QQ3ANxnekaQ,false,Anonymous,Guest,08:07:08 AM,02/07/2026,false,"","","",true,false,"","",en,"",false,"",2,2+ hours a week,I don’t regularly take part,"","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Chrome 149.0
QQ3Djm80D2c,QQ3Djmjo0Ak,false,Anonymous,Guest,08:09:57 AM,02/07/2026,false,"","","",true,false,"","",en,"",false,"",0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Safari 604.1
QQ3mJ2U7mJc,QQ3mJ1ygPgU,false,Anonymous,Guest,08:49:08 AM,02/07/2026,false,08:49:08 AM,02/07/2026,"",true,true,26.32,5/19,en,"[1, 2, 3, 4, 5]",false,"",4,2+ hours a week,Gym or exercise,Learning new skills,5,3,3,3,3,3,3,3,"","",[],[],[],"","","",[],[],[],"","","","","","",12,13,13,38,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Safari 605.1
QQouzQFAM3E,QQouzPQl9ao,false,Anonymous,Guest,09:39:42 AM,02/07/2026,false,09:39:46 AM,02/07/2026,"",true,true,10.53,2/19,en,"[1, 2]",false,"",1,About 1–2 hours a week,"","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 149.0
QQ4YKsWZhys,QQ4YKr2q5fI,false,Anonymous,Guest,09:42:47 AM,02/07/2026,false,"","","",true,false,"","",en,"",false,"",0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Chrome 149.0
QQ4iXEBmwuE,QQ4iXDQGLhM,false,Anonymous,Guest,09:56:23 AM,02/07/2026,false,09:56:23 AM,02/07/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",14,About 1–2 hours a week,Gym or exercise,Feeling healthy or strong,3,3,3,5,5,3,5,2,"Yes, a lot",Quite important,"[""Speaking up""]",[],"[""Social Connections ||| Confidence ||| Handling stress ||| Teamwork ||| Focus ||| Problem-solving ||| Leadership""]",Confident,Very easy,"","[""make me feel included""]",[],"[""positively influence my experience ||| help me feel more confident ||| make me feel comfortable asking them for help ||| help create safe environments""]",A little,Free or low-cost activities ||| Better places to play ||| More choice in activities,Often,1993-11-01,United Kingdom,Male,7,14,12,23,7,5,14,5,4,0,12,8,14,8,0,0,0,"",Mobile,Chrome 149.0
QQ4hkwoSsbY,QQ4hkwKe-g0,false,Anonymous,Guest,09:56:41 AM,02/07/2026,false,09:56:42 AM,02/07/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",14,2+ hours a week,Community sport club,Being part of a team,4,3,5,2,3,2,3,3,Sometimes,Quite important,"[""Leadership ||| Speaking up""]",[],"[""Handling stress ||| Focus ||| Confidence ||| Teamwork ||| Social Connections ||| Problem-solving""]",Confident,Very easy,"","[""help create safe environments ||| make me feel comfortable asking them for help""]",[],"[""positively influence my experience ||| make me feel included ||| help me feel more confident""]",A little,Feeling welcome ||| Better places to play ||| Supportive coaches,Often,2003-02-01,United Kingdom,Male,13,13,12,63,6,9,24,7,4,0,23,8,23,4,0,0,0,"",Mobile,Safari 604.1
QQ4iLy0mqYw,QQ4iLycVqUg,false,Anonymous,Guest,09:56:42 AM,02/07/2026,false,09:56:42 AM,02/07/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",14,2+ hours a week,Physical education (PE) or school sport ||| Community sport club,Having fun,4,3,5,4,3,2,3,3,"Yes, a lot",Very important,[],[],"[""Problem-solving ||| Leadership ||| Focus ||| Social Connections ||| Confidence ||| Handling stress ||| Speaking up ||| Teamwork""]",Somewhat confident,Very easy,"",[],[],"[""make me feel included ||| help me feel more confident ||| make me feel comfortable asking them for help ||| positively influence my experience ||| help create safe environments""]",A little,Feeling welcome ||| Supportive coaches ||| Free or low-cost activities,Sometimes,1999-03-01,United Kingdom,Male,7,10,17,35,7,6,14,9,4,0,21,6,16,7,0,0,0,"",Mobile,Safari 604.1
